"results__name","results__domain","results__fullDomain","results__logo","results__links__pricing","results__links__privacyPolicy","results__links__tos","results__links__security","results__links__gdpr","pagination__pageCount","pagination__rangeStart","pagination__rangeEnd","pagination__page","pagination__totalItems","pagination__itemsPerPage","total"
"MacroPoint","macropoint.com","https://macropoint.com","https://logo.clearbit.com/macropoint.com?size=36","","http://www.macropoint.com/privacy-policy/","http://www.macropoint.com//terms-of-service/","","","","","","","","",""
"Acuity Scheduling","acuityscheduling.com","https://acuityscheduling.com","https://logo.clearbit.com/acuityscheduling.com?size=36","https://acuityscheduling.com/signup.php","https://acuityscheduling.com/privacy.php","https://acuityscheduling.com/tos.php","","https://help.acuityscheduling.com/hc/en-us/articles/219149587-Security-Privacy-Compliance","","","","","","",""
"Socialflow","socialflow.com","https://socialflow.com","https://logo.clearbit.com/socialflow.com?size=36","","http://www.socialflow.com/privacy-policy/","http://www.socialflow.com/terms-conditions/","http://www.socialflow.com/tag/security/","","","","","","","",""
"BuzzStream","buzzstream.com","https://buzzstream.com","https://logo.clearbit.com/buzzstream.com?size=36","http://www.buzzstream.com/plans-pricing","http://www.buzzstream.com/privacy-policy","http://www.buzzstream.com/terms-of-use","","https://idb.buzzstream.com/authors/fruition-partners-1","","","","","","",""
"Credly","credly.com","https://credly.com","https://logo.clearbit.com/credly.com?size=36","https://credly.com/pricing","https://credly.com/privacy","https://credly.com/tos","https://credly.com/u/ieis","","","","","","","",""
"Convertkit","convertkit.com","https://convertkit.com","https://logo.clearbit.com/convertkit.com?size=36","https://convertkit.com/pricing/","https://convertkit.com/privacy/","https://convertkit.com/terms/","http://web1.convertkit.com/international/international-security.pdf","https://convertkit.com/gdpr/","","","","","","",""
"Onepager","onepagerapp.com","https://onepagerapp.com","https://logo.clearbit.com/onepagerapp.com?size=36","http://onepagerapp.com/en/pricing","http://onepagerapp.com/en/legal/privacy-policy","http://onepagerapp.com/en/legal/terms-conditions","http://onepagerapp.com/jt28","","","","","","","",""
"ManyChat","manychat.com","https://manychat.com","https://logo.clearbit.com/manychat.com?size=36","https://manychat.com/pricing","https://manychat.com/l/skinvaletbangi","https://manychat.com/tos.html","","","","","","","","",""
"Recruiterbox","recruiterbox.com","https://recruiterbox.com","https://logo.clearbit.com/recruiterbox.com?size=36","https://recruiterbox.com/recruitment-software-features/transparent-pricing","https://recruiterbox.com/privacy-policy","https://recruiterbox.com/terms-of-service","https://recruiterbox.com/recruitment-software-features/data-security","","","","","","","",""
"Scheduleonce","scheduleonce.com","https://scheduleonce.com","https://logo.clearbit.com/scheduleonce.com?size=36","https://www.scheduleonce.com/pricing","https://www.scheduleonce.com/legal/website-privacy-policy","https://www.scheduleonce.com/legal/website-terms-of-use","https://www.scheduleonce.com/trust/security","https://help.scheduleonce.com/customer/portal/articles/2911167-commitment-to-the-gdpr","","","","","","",""
"Butler","butlerfortrello.com","https://butlerfortrello.com","https://logo.clearbit.com/butlerfortrello.com?size=36","https://butlerfortrello.com/pricing.html","https://butlerfortrello.com/privacy.html","https://butlerfortrello.com/tos.html","https://butlerfortrello.com/enterprise.html","","","","","","","",""
"AgoraPulse","agorapulse.com","https://agorapulse.com","https://logo.clearbit.com/agorapulse.com?size=36","https://www.agorapulse.com/pricing","https://www.agorapulse.com/privacy-policy","https://www.agorapulse.com/terms-of-service","","https://www.agorapulse.com/gdpr","","","","","","",""
"Flowdock","flowdock.com","https://flowdock.com","https://logo.clearbit.com/flowdock.com?size=36","https://www.flowdock.com/pricing","https://www.flowdock.com/privacy","https://www.flowdock.com/terms","https://www.flowdock.com/security","","45","976","1000","40","1124","25","1124"
"Inner Fence","innerfence.com","https://innerfence.com","https://logo.clearbit.com/innerfence.com?size=36","https://www.innerfence.com/apps/credit-card-terminal/pricing","https://www.innerfence.com/legal/privacy","","","","","","","","","",""
"UseTrace","usetrace.com","https://usetrace.com","https://logo.clearbit.com/usetrace.com?size=36","https://usetrace.com/pricing/","https://usetrace.com/privacy-policy/","https://usetrace.com/terms-of-service","http://docs.usetrace.com/articles/connection/","","","","","","","",""
"Callfire","callfire.com","https://callfire.com","https://logo.clearbit.com/callfire.com?size=36","https://www.callfire.com/pricing","https://www.callfire.com/legal/privacy","https://www.callfire.com/legal/terms","https://developers.callfire.com/security-guide.html","","","","","","","",""
"WhenIWork","wheniwork.com","https://wheniwork.com","https://logo.clearbit.com/wheniwork.com?size=36","https://wheniwork.com/pricing","https://wheniwork.com/privacy","https://wheniwork.com/terms","https://wheniwork.com/security","","","","","","","",""
"Legal Docs","legaldocs.com","https://legaldocs.com","https://logo.clearbit.com/legaldocs.com?size=36","","http://www.legaldocs.com/privacy.htm","http://www.legaldocs.com/termscon.htm","","","","","","","","",""
"Nutshell","nutshell.com","https://nutshell.com","https://logo.clearbit.com/nutshell.com?size=36","https://www.nutshell.com/pricing/","https://www.nutshell.com/support/privacy/","https://support.nutshell.com/hc/en-us/articles/115013089167-End-User-License-Agreement","https://www.nutshell.com/security/","","","","","","","",""
"Restream","restream.io","https://restream.io","https://logo.clearbit.com/restream.io?size=36","https://restream.io/pricing","https://restream.io/faq/privacy_policy","https://restream.io/faq/terms_of_use","","","","","","","","",""
"Skylab Apps","skylab.world","https://skylab.world","https://logo.clearbit.com/skylab.world?size=36","","http://skylabapps.com/privacy-policy/","http://skylabapps.com/terms-and-conditions/","","","","","","","","",""
"Mashape","konghq.com","https://konghq.com","https://logo.clearbit.com/konghq.com?size=36","https://konghq.com/subscriptions/","https://konghq.com/privacy","https://konghq.com/terms/","https://konghq.com/api-security/","","","","","","","",""
"GetSocial","getsocial.io","https://getsocial.io","https://logo.clearbit.com/getsocial.io?size=36","https://getsocial.io/pricing","https://getsocial.io/privacy-policy","https://getsocial.io/terms-and-conditions","","","","","","","","",""
"Shareaholic","shareaholic.com","https://shareaholic.com","https://logo.clearbit.com/shareaholic.com?size=36","","https://shareaholic.com/privacy/","https://shareaholic.com/terms/","","http://ir.shareaholic.com/e?a=1&u=https://www.i-scoop.eu/gdpr/eu-eprivacy-regulation/&r=1","","","","","","",""
"Design Pickle","designpickle.com","https://designpickle.com","https://logo.clearbit.com/designpickle.com?size=36","https://designpickle.com/pricing/","https://designpickle.com/privacy-policy/","http://expand.designpickle.com/tos","","","","","","","","",""
"Coderwall","coderwall.com","https://coderwall.com","https://logo.clearbit.com/coderwall.com?size=36","","https://coderwall.com/privacy_policy","https://coderwall.com/tos","","","","","","","","",""
"LiquidPlanner","liquidplanner.com","https://liquidplanner.com","https://logo.clearbit.com/liquidplanner.com?size=36","https://www.liquidplanner.com/pricing/","https://www.liquidplanner.com/privacy/","https://www.liquidplanner.com/terms/","","https://www.liquidplanner.com/gdpr/","","","","","","",""
"Jetpack Workflow","jetpackworkflow.com","https://jetpackworkflow.com","https://logo.clearbit.com/jetpackworkflow.com?size=36","https://jetpackworkflow.com/plans-pricing/","","https://jetpackworkflow.com/terms/","https://jetpackworkflow.com/security/","","","","","","","",""
"Proposify","proposify.com","https://proposify.com","https://logo.clearbit.com/proposify.com?size=36","https://www.proposify.com/pricing","https://www.proposify.com/company/privacy","https://www.proposify.com/company/terms-of-use","","","","","","","","",""
"SteadyMD","steadymd.com","https://steadymd.com","https://logo.clearbit.com/steadymd.com?size=36","","https://www.steadymd.com/privacy-policy","https://www.steadymd.com/terms-of-use","","","","","","","","",""
"Condeco","condecosoftware.com","https://condecosoftware.com","https://logo.clearbit.com/condecosoftware.com?size=36","","https://www.condecosoftware.com/misc/privacy-policy/","http://www.condecosoftware.com/wp-content/uploads/2014/10/IOT-Competition-rules-and-regulations.docx","","","","","","","","",""
"Sungard","fisglobal.com","https://fisglobal.com","https://logo.clearbit.com/fisglobal.com?size=36","http://www.investor.fisglobal.com/phoenix.zhtml?c=180304&p=irol-stocklookup","http://www.fisglobal.com/privacy","https://www.fisglobal.com/terms-of-use","","https://www.fisglobal.com/gdpr/solutions","","","","","","",""
"Equifax","equifax.com","https://equifax.com","https://logo.clearbit.com/equifax.com?size=36","https://investor.equifax.com/stock-information/historic-price-lookup","https://www.equifax.com/privacy/","https://www.equifax.com/terms/","https://www.equifax.com/eport/security//","https://investor.equifax.com/stock-information/historic-price-lookup","","","","","","",""
"ICIMS","icims.com","https://icims.com","https://logo.clearbit.com/icims.com?size=36","https://www.icims.com/talent-acquisition-software/icims-pricing","https://www.icims.com/legal/privacy-policy-website","https://www.icims.com/legal/terms-of-use","","https://www.icims.com/resources/webinar/webinar-recording-introduction-to-the-gdpr","","","","","","",""
"Rosslyn Analytics","rosslynanalytics.com","https://rosslynanalytics.com","https://logo.clearbit.com/rosslynanalytics.com?size=36","","http://www.rosslynanalytics.com/privacy-policy/","http://www.rosslynanalytics.com/terms-and-conditions/","","http://www.rosslynanalytics.com/blog/2017/10/17/five-tips-for-procurement-professionals-to-comply-with-gdpr/","","","","","","",""
"Apperio","apperio.com","https://apperio.com","https://logo.clearbit.com/apperio.com?size=36","","https://www.apperio.com/privacy-policy/","https://www.apperio.com/terms-and-conditions/","","","","","","","","",""
"Digital Shadows","digitalshadows.com","https://digitalshadows.com","https://logo.clearbit.com/digitalshadows.com?size=36","","https://www.digitalshadows.com/privacy-policy/","https://www.digitalshadows.com/terms-and-conditions/","https://www.digitalshadows.com/blog-and-research/tag/physical-security/","https://www.digitalshadows.com/blog-and-research/tag/gdpr/","","","","","","",""
"Brandwatch","brandwatch.com","https://brandwatch.com","https://logo.clearbit.com/brandwatch.com?size=36","","https://www.brandwatch.com/legal/user-privacy-policy/","https://www.brandwatch.com/legal/terms-and-conditions/","","https://www.brandwatch.com/blog/the-gdpr-5-questions-data-driven-companies-should-ask-to-manage-risks-and-reputation/","45","1001","1025","41","1124","25","1124"
"Siteimprove","siteimprove.com","https://siteimprove.com","https://logo.clearbit.com/siteimprove.com?size=36","https://siteimprove.com/en-us/request-a-demo/","https://siteimprove.com/en/legal/website-privacy-policy/","https://siteimprove.com/en-us/legal/terms-of-use/","https://siteimprove.com/en-us/security/","https://siteimprove.com/en-us/gdpr/","","","","","","",""
"Rhizome","rhizome.org","https://rhizome.org","https://logo.clearbit.com/rhizome.org?size=36","http://rhizome.org/community/34680/","http://classic.rhizome.org/about/policy/","http://rhizome.org/editorial/2012/may/21/two-questions-constant-dullaart-appearing-rhizome-/","http://labs.rhizome.org/presentations/security.html#/","","","","","","","",""
"Exact","exact.com","https://exact.com","https://logo.clearbit.com/exact.com?size=36","https://www.exact.com/uk/exact-online/pricing/","https://www.exact.com/us/privacy-statement/","https://www.exact.com/us/terms-and-conditions-of-use/","https://www.exact.com/uk/exact-online/security/","https://www.exact.com/nl/gdpr/","","","","","","",""
"BIPB","keyrus.co.uk","https://keyrus.co.uk","https://logo.clearbit.com/keyrus.co.uk?size=36","","http://blog.keyrus.co.uk/its_the_most_wonderful_time_of_the_year_tableaus_top_10_bi_trends_2018.html","http://www.keyrus.co.uk/en/legal-notices/","","","","","","","","",""
"Cicero","ciceroinc.com","https://ciceroinc.com","https://logo.clearbit.com/ciceroinc.com?size=36","","http://www.ciceroinc.com/privacy-policy/","http://www.ciceroinc.com/terms-of-service/","","","","","","","","",""
"Insite","insite.org","https://insite.org","https://logo.clearbit.com/insite.org?size=36"," http://www.insite.org/products/"," ","http://www.insite.org/consortium/","","","","","","","","",""
"Ethos","getethos.com","https://getethos.com","https://logo.clearbit.com/getethos.com?size=36","","https://getethos.com/privacy","https://getethos.com/terms","","","","","","","","",""
"Artesian Solutions","artesian.co","https://artesian.co","https://logo.clearbit.com/artesian.co?size=36","https://www.artesian.co/pricing/","https://www.artesian.co/privacy-policy/","http://www.artesian.co/terms-and-conditions/","","https://www.artesian.co/news/artesian-general-data-protection-regulation/","","","","","","",""
"Bureau Van Dijk Electronic","bvdinfo.com","https://bvdinfo.com","https://logo.clearbit.com/bvdinfo.com?size=36","https://www.bvdinfo.com/en-gb/our-products","https://www.bvdinfo.com/en-gb/privacy-and-cookies","https://www.bvdinfo.com/en-gb/-/media/brochure-library/tp-catalyst.pdf","","https://www.bvdinfo.com/en-gb/blog/compliance-and-financial-crime/highlights-from-our-aml4-and-sanctions-compliance-forum","","","","","","",""
"Bottomline Technologies","bottomline.com","https://bottomline.com","https://logo.clearbit.com/bottomline.com?size=36","","https://www.bottomline.com/us/privacy/","https://www.bottomline.com/us/product-terms-conditions/","https://www.bottomline.com/us/products/bottomline-healthcare-privacy-and-data-security/","https://www.bottomline.com/uk/resources/resource-center/on-demand-webinars/understanding-general-data-protection-regulation-gdpr/","","","","","","",""
"Call Stream","callstream.com","https://callstream.com","https://logo.clearbit.com/callstream.com?size=36","","https://callstream.com/privacy-policy/","https://callstream.com/terms-of-use/","https://www.callstream.com/category/compliance-and-security/","https://callstream.com/what-is-gdpr-compliance/","","","","","","",""
"Digital Gealty","digitalrealty.com","https://digitalrealty.com","https://logo.clearbit.com/digitalrealty.com?size=36","","https://www.digitalrealty.com/privacy/","https://www.digitalrealty.com/terms/","https://www.digitalrealty.com/data-center-solutions/security-compliance/","","","","","","","",""
"Aurum-Solutions","aurum-solutions.com","https://aurum-solutions.com","https://logo.clearbit.com/aurum-solutions.com?size=36","","https://www.aurum-solutions.com/privacy/","https://www.aurum-solutions.com/industries/legal/","","","","","","","","",""
"Broadbean","broadbean.com","https://broadbean.com","https://logo.clearbit.com/broadbean.com?size=36","","https://www.broadbean.com/privacy-policy/","https://www.broadbean.com/uk/terms-conditions/","","http://info.broadbean.com/blog/unravelling-gdpr","","","","","","",""
"Ansarada","ansarada.com","https://ansarada.com","https://logo.clearbit.com/ansarada.com?size=36","https://www.ansarada.com/features/pricing","https://www.ansarada.com/privacy","https://www.ansarada.com/terms-conditions","https://www.ansarada.com/features/document-security","https://www.ansarada.com/gdpr","","","","","","",""
"Ambersail","ambersail.com","https://ambersail.com","https://logo.clearbit.com/ambersail.com?size=36","","https://www.ambersail.com/privacy-policy/","https://www.ambersail.com/terms-and-conditions/","https://www.ambersail.com/category/security/","","","","","","","",""
"Gorkana","gorkana.com","https://gorkana.com","https://logo.clearbit.com/gorkana.com?size=36","","http://www.gorkana.com/about-gorkana/privacy-policy/","http://www.gorkana.com/training-support/gorkana-service-terms-conditions/","","http://www.gorkana.com/2018/03/josh-gray-changing-media-summit-2018/","","","","","","",""
"Fitch Learning","fitchlearning.com","https://fitchlearning.com","https://logo.clearbit.com/fitchlearning.com?size=36","https://www.fitchlearning.com/dates-prices/IMC","https://www.fitchlearning.com/disclaimer-and-privacy-statement","https://www.fitchlearning.com/course-terms-and-conditions","","https://www.fitchlearning.com/idd-gdpr-and-smcr-insurance-how-are-you-planning-meet-requirements","","","","","","",""
"Cymba-Tech","cymba-tech.com","https://cymba-tech.com","https://logo.clearbit.com/cymba-tech.com?size=36","http://www.cymba-tech.com/product/","http://www.cymba-tech.com/privacy-policy/","http://www.cymba-tech.com/terms-conditions/","https://hfm.global/data/vendorintelligence/cymba-technologies/","","","","","","","",""
"Graydon","graydon.co.uk","https://graydon.co.uk","https://logo.clearbit.com/graydon.co.uk?size=36","https://www.graydon.co.uk/pricing","https://www.graydon.co.uk/privacy","https://www.graydon.co.uk/terms-and-conditions","","https://www.graydon.co.uk/about-graydon/gdpr","","","","","","",""
"Cytec Solutions","cytecsolutions.com","https://cytecsolutions.com","https://logo.clearbit.com/cytecsolutions.com?size=36","","","https://cytecsolutions.com/legal-and-disclaimer/","","","","","","","","",""
"Appcheck-Ng","appcheck-ng.com","https://appcheck-ng.com","https://logo.clearbit.com/appcheck-ng.com?size=36","","","","https://appcheck-ng.com/html-5-security/","https://appcheck-ng.com/appcheck-the-gdpr-at-a-glance/","","","","","","",""
"Encode Group","encodegroup.com","https://encodegroup.com","https://logo.clearbit.com/encodegroup.com?size=36","","","","http://www.encodegroup.com/company","","","","","","","",""
"Kantar Media","kantarmedia.com","https://kantarmedia.com","https://logo.clearbit.com/kantarmedia.com?size=36","","https://www.kantarmedia.com/global/privacy-statement","https://www.kantarmedia.com/global/term-and-conditions","","","","","","","","",""
"Credit Safeuk","creditsafeuk.com","https://creditsafeuk.com","https://logo.clearbit.com/creditsafeuk.com?size=36","","https://www.creditsafe.com/gb/en/product/privacy-policy.html","https://www.creditsafe.com/gb/en/product/terms.html","","","45","1026","1050","42","1124","25","1124"
"Backup-Technology","backup-technology.com","https://backup-technology.com","https://logo.clearbit.com/backup-technology.com?size=36","","https://www.backup-technology.com/privacy-policy","","","","","","","","","",""
"Blue Print One World","blueprintoneworld.com","https://blueprintoneworld.com","https://logo.clearbit.com/blueprintoneworld.com?size=36","","https://www.blueprintoneworld.com/privacy-policy/","https://www.blueprintoneworld.com/terms-of-use/","https://www.blueprintoneworld.com/services/security/","https://www.blueprintoneworld.com/general-data-protection-standards/","","","","","","",""
"Everbridge","everbridge.com","https://everbridge.com","https://logo.clearbit.com/everbridge.com?size=36","","https://www.everbridge.com/company/legal/privacy-policy/","https://www.everbridge.com/terms-of-use/","https://www.everbridge.com/company/legal/everbridge-privacy-security-compliance/","","","","","","","",""
"Reward Gateway","rewardgateway.com","https://rewardgateway.com","https://logo.clearbit.com/rewardgateway.com?size=36","https://www.rewardgateway.com/product","https://www.rewardgateway.com/uk/privacy-policy","https://www.rewardgateway.com/uk/standard-terms","https://www.rewardgateway.com/hubfs/Certificate%20ISO27001-2013%20-%20Reward%20Gateway.pdf?t=1521479005908","https://www.rewardgateway.com/uk/standard-terms","","","","","","",""
"Funds Library","fundslibrary.uk","https://fundslibrary.uk","https://logo.clearbit.com/fundslibrary.uk?size=36","","https://fundslibrary.uk/privacy-policy/","https://fundslibrary.uk/terms/","","","","","","","","",""
"Longview Solutions","longview.com","https://longview.com","https://logo.clearbit.com/longview.com?size=36","","http://www.longview.com/privacy-statement","http://www.longview.com/terms-and-conditions-use","","","","","","","","",""
"LexisNexis","lexisnexis.com","https://lexisnexis.com","https://logo.clearbit.com/lexisnexis.com?size=36","http://www.lexisnexis.com/terms/35/pricing/","https://www.lexisnexis.com/en-us/terms/privacy-policy.page","https://www.lexisnexis.com/terms/","","https://www.lexisnexis.com/uk/lexispsl/employment/document/393758/5BWH-92D1-F18B-R1JG-00000-00/linkHandler.faces?psldocinfo=Data_protection_and_employee_information_overview&ps=&bct=A&homeCsi=0&A=0.5335014622793082&urlEnc=ISO-8859-1&&dpsi=0OLI&remotekey1=DOC-ID&remotekey2=0OLI_2520194&service=DOC-ID&origdpsi=0OLH","","","","","","",""
"Opentext","opentext.com","https://opentext.com","https://logo.clearbit.com/opentext.com?size=36","","https://www.opentext.com/who-we-are/copyright-information/site-privacy","https://www.opentext.com/who-we-are/copyright-information/opentext-agreement-templates-and-schedules/easylink-master-terms-conditions","","https://www.opentext.com/what-we-do/business-needs/information-governance/ensure-compliance/gdpr-are-you-ready","","","","","","",""
"Six Degrees Group","6dg.co.uk","https://6dg.co.uk","https://logo.clearbit.com/6dg.co.uk?size=36","","https://www.6dg.co.uk/privacy-policy/","https://www.6dg.co.uk/terms-conditions/","","https://www.6dg.co.uk/statement-gdpr-compliance-2/","","","","","","",""
"Siemens","siemens.com","https://siemens.com","https://logo.clearbit.com/siemens.com?size=36","","http://www.siemens.com/corp/en/index/privacy.htm","https://www.siemens.com/corp/en/index/terms_of_use.htm","","","","","","","","",""
"Releasd","releasd.com","https://releasd.com","https://logo.clearbit.com/releasd.com?size=36","http://www.releasd.com/pricing","http://www.releasd.com/privacy-policy.pdf","http://www.releasd.com/terms-of-use.pdf","","","","","","","","",""
"Yougov","yougov.co.uk","https://yougov.co.uk","https://logo.clearbit.com/yougov.co.uk?size=36","https://yougov.co.uk/news/2017/09/11/price-vs-quality/","https://yougov.co.uk/about/terms-combined/#privacy","https://yougov.co.uk/about/terms-combined/#/terms","","https://yougov.co.uk/news/2018/03/01/72-brits-havent-heard-about-gdpr/","","","","","","",""
"Simply Academy","simplyacademy.com","https://simplyacademy.com","https://logo.clearbit.com/simplyacademy.com?size=36","https://jobs.simplyacademy.com/employer/pricing/","https://www.simplyacademy.com/privacy-policy/","https://www.simplyacademy.com/terms-conditions/","","","","","","","","",""
"Silver-Peak","silver-peak.com","https://silver-peak.com","https://logo.clearbit.com/silver-peak.com?size=36","","https://www.silver-peak.com/legal/privacy-policy","","https://www.silver-peak.com/taxonomy/term/48/all","","","","","","","",""
"Lombardrisk","lombardrisk.com","https://lombardrisk.com","https://logo.clearbit.com/lombardrisk.com?size=36","","https://www.lombardrisk.com/privacy-policy/","","","","","","","","","",""
"Roxhill Media","roxhillmedia.com","https://roxhillmedia.com","https://logo.clearbit.com/roxhillmedia.com?size=36","","https://roxhillmedia.com/privacy-policy","https://roxhillmedia.com/terms-and-conditions","","https://roxhillmedia.com/insight-and-events/events/2018/03/07/the-pr-industry-and-gdpr/","","","","","","",""
"Merger Market","mergermarket.com","https://mergermarket.com","https://logo.clearbit.com/mergermarket.com?size=36","https://www.mergermarket.com/info/credit-pricing-analyst","http://www.mergermarket.com/info/privacy-policy","http://www.mergermarket.com/info/terms","","https://www.mergermarket.com/info/privacy-policy","","","","","","",""
"Reed Business","reedbusiness.com","https://reedbusiness.com","https://logo.clearbit.com/reedbusiness.com?size=36","","https://www.reedbusiness.com/privacy-policy/","https://www.reedbusiness.com/terms-and-conditions/","","https://www.reedbusiness.com/general-data-protection-regulation/","","","","","","",""
"Property Data","propertydata.com","https://propertydata.com","https://logo.clearbit.com/propertydata.com?size=36","","https://propertydata.com/privacy/","https://propertydata.com/terms/","","","","","","","","",""
"Touchstone Financial Management Solutions","touchstonefms.co.uk","https://touchstonefms.co.uk","https://logo.clearbit.com/touchstonefms.co.uk?size=36","","https://www.touchstonefms.co.uk/privacy-policy/","https://www.touchstonefms.co.uk/terms-and-conditions/","","http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32016R0679&from=EN","","","","","","",""
"Wolterskluwer","wolterskluwer.com","https://wolterskluwer.com","https://logo.clearbit.com/wolterskluwer.com?size=36","https://lrus.wolterskluwer.com/store/product/contract-pricing-reference-guide/","https://wolterskluwer.com/privacy-cookies.html","https://ct.wolterskluwer.com/terms-conditions","","http://www.kleos.wolterskluwer.com/en/gdpr-will-impact-law-firms-what-lawyers-need-to-know/","","","","","","",""
"Moneyfacts","moneyfacts.co.uk","https://moneyfacts.co.uk","https://logo.clearbit.com/moneyfacts.co.uk?size=36","","https://downloads.moneyfacts.co.uk/moneyfacts/pdf/moneyfactsprivacycookiepolicy.pdf","https://downloads.moneyfacts.co.uk/moneyfacts/pdf/MoneyfactsTandC.pdf","","","","","","","","",""
"Qorex","qorex.co.uk","https://qorex.co.uk","https://logo.clearbit.com/qorex.co.uk?size=36","","https://www.qorex.co.uk/privacy_and_cookie_policy/","","","","","","","","","",""
"Riskfree","riskfree.co.uk","https://riskfree.co.uk","https://logo.clearbit.com/riskfree.co.uk?size=36","","http://www.riskfree.co.uk/software/Demos/MS_SQL_2005.swf","","","","","","","","","",""
"Mallowstreet","mallowstreet.com","https://mallowstreet.com","https://logo.clearbit.com/mallowstreet.com?size=36","","","https://secure.mallowstreet.com/legal","","","45","1051","1075","43","1124","25","1124"
"Perivan","perivan.co.uk","https://perivan.co.uk","https://logo.clearbit.com/perivan.co.uk?size=36","","https://www.perivantechnology.co.uk/privacy-policy","https://www.perivantechnology.co.uk/terms","","https://www.perivantechnology.co.uk/boards-blog/why-should-your-board-care-about-gdpr","","","","","","",""
"Synectics-Solutions","synectics-solutions.com","https://synectics-solutions.com","https://logo.clearbit.com/synectics-solutions.com?size=36","","http://www.synectics-solutions.com/privacy","http://www.synectics-solutions.com/synsol-ar-privacy-policy","","","","","","","","",""
"Wealth-Dynamix","wealth-dynamix.com","https://wealth-dynamix.com","https://logo.clearbit.com/wealth-dynamix.com?size=36","","","","","https://www.wealth-dynamix.com/tag/gdpr/","","","","","","",""
"Reuters","reuters.com","https://reuters.com","https://logo.clearbit.com/reuters.com?size=36","","https://www.thomsonreuters.com/en/privacy-statement.html","https://www.reuters.com/terms-of-use","","https://www.reuters.com/article/us-facebook-ceo-privacy-exclusive/exclusive-facebook-ceo-stops-short-of-extending-european-privacy-globally-idUSKCN1HA2M1","","","","","","",""
"Lionbridge","lionbridge.com","https://lionbridge.com","https://logo.clearbit.com/lionbridge.com?size=36","https://ondemand.lionbridge.com/","https://www.lionbridge.com/en-us/about/legal/privacy-policy","https://www.lionbridge.com/en-us/about/legal/website-terms-of-use","http://content.lionbridge.com/tag/security/","http://developers.lionbridge.com/geofluent/index.html","","","","","","",""
"Process Flows","processflows.co.uk","https://processflows.co.uk","https://logo.clearbit.com/processflows.co.uk?size=36","","https://processflows.co.uk/privacy-policy/","https://processflows.co.uk/terms-and-conditions/","https://processflows.co.uk/event/understanding-um-exchange-and-security-options/","https://processflows.co.uk/news/gdpr-ready/","","","","","","",""
"Pageone","pageone.co.uk","https://pageone.co.uk","https://logo.clearbit.com/pageone.co.uk?size=36","http://www.pageone.co.uk/downloads/price-list/janettxt-pricelistv4.pdf","http://www.pageone.co.uk/privacy","http://www.pageone.co.uk/terms-and-conditions","http://www.pageone.co.uk/htmls/ScotRes-invite.html","","","","","","","",""
"Voice Notes","voicenotes.co.uk","https://voicenotes.co.uk","https://logo.clearbit.com/voicenotes.co.uk?size=36","","https://www.voicenotes.co.uk/privacy-policy/","https://www.voicenotes.co.uk/terms-and-conditions/","https://www.voicenotes.co.uk/security/","https://www.voicenotes.co.uk/mifid-ii/","","","","","","",""
"Truphone","truphone.com","https://truphone.com","https://logo.clearbit.com/truphone.com?size=36","https://www.truphone.com/uk/international-sim-plans/","https://www.truphone.com/uk/legal/privacy-policy/","https://www.truphone.com/uk/legal/website-terms-and-conditions/","","","","","","","","",""
"EIG Property Auctions","eigpropertyauctions.co.uk","https://eigpropertyauctions.co.uk","https://logo.clearbit.com/eigpropertyauctions.co.uk?size=36","","https://www.eigpropertyauctions.co.uk/legal/privacy-policy","https://www.eigpropertyauctions.co.uk/legal/terms-conditions","","https://www.eigpropertyauctions.co.uk/files/909/27089/20c1c504-f4e0-4d2b-8cca-c303fe9af467.pdf","","","","","","",""
"Restore","restore.co.uk","https://restore.co.uk","https://logo.clearbit.com/restore.co.uk?size=36","https://www.restore.co.uk/Digital/Services/Document-Scanning","http://www.restore.co.uk/Privacy","http://www.restore.co.uk/Terms-and-Conditions","https://www.restore.co.uk/Records/Services/Security","https://www.restore.co.uk/GDPR","","","","","","",""
"Xactium","xactium.com","https://xactium.com","https://logo.clearbit.com/xactium.com?size=36","https://www.xactium.com/cloud-computing-platform","https://www.xactium.com/privacy-policy","https://www.xactium.com/terms-and-conditions","https://www.xactium.com/security","https://www.xactium.com/industry-news/gdpr-is-coming-is-your-risk-management-ready","","","","","","",""
"Auth0","auth0.com","https://auth0.com","https://logo.clearbit.com/auth0.com?size=36","https://auth0.com/pricing","https://auth0.com/privacy","https://auth0.com/terms","https://auth0.com/security","https://auth0.com/blog/get-ready-for-gdpr/","","","","","","",""
"Perfecto","perfecto.io","https://perfecto.io","https://logo.clearbit.com/perfecto.io?size=36","https://www.perfecto.io/platform/pricing/subscription-plans/","http://www.perfecto.io/privacy-statement/","http://www.perfecto.io/terms-conditions/","http://blog.perfecto.io/mobile-application-testing/mobile-cloud-security-testing-scenarios/","","","","","","","",""
"Recruitee","recruitee.com","https://recruitee.com","https://logo.clearbit.com/recruitee.com?size=36","https://recruitee.com/pricing","https://recruitee.com/privacy","https://recruitee.com/terms","http://support.recruitee.com/privacy-and-security","https://recruitee.com/blog/gdpr/","","","","","","",""
"Button","usebutton.com","https://usebutton.com","https://logo.clearbit.com/usebutton.com?size=36","https://www.usebutton.com/merchants/acquire","https://www.usebutton.com/privacy-policy","https://www.usebutton.com/terms-of-service","","","","","","","","",""
